customer_id,campaign_id,campaign_name,start_date,end_date,primary_segment,customer_tier,customer_segment,treatment_grp,cnvrsn_flg,campaign_revenue,offer_cost,contact_cost,total_campaign_cost
4958,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4959,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4960,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4961,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4962,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4963,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4964,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,Y,3.37,0.5,0.1,0.6
4965,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4966,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,Y,2.83,0.5,0.1,0.6
4967,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4968,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4969,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4970,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4971,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4972,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4973,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4974,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,3.69,0.5,0.1,0.6
4975,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4976,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4977,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4978,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4979,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4980,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4981,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4982,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4983,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4984,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4985,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4986,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4987,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4988,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4989,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.11,0.5,0.1,0.6
4990,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,CONTROL,Y,5.9,0.0,0.0,0.0
4991,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4992,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,CONTROL,Y,3.39,0.0,0.0,0.0
4993,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4994,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4995,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4996,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4997,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
4998,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4999,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5000,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5001,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,7.26,0.5,0.1,0.6
5002,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5003,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5004,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5005,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.05,0.5,0.1,0.6
5006,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5007,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5008,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5009,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5010,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5011,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,3.16,0.5,0.1,0.6
5012,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,Y,2.98,0.5,0.1,0.6
5013,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,Y,2.68,0.0,0.0,0.0
5014,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5015,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5016,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5017,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,11.31,0.5,0.1,0.6
5018,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5019,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Growth,Medium Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5020,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5021,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5022,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5023,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,6.82,0.5,0.1,0.6
5024,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5025,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5026,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5027,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5028,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5029,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5030,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5031,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5032,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5033,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5034,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,6.8,0.5,0.1,0.6
5035,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5036,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5037,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5038,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
5039,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5040,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5041,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,6.26,0.5,0.1,0.6
5042,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5043,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,3.65,0.5,0.1,0.6
5044,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,3.82,0.5,0.1,0.6
5045,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5046,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5047,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5048,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5049,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5050,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5051,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5052,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5053,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5054,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5055,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,5.94,0.5,0.1,0.6
5056,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
5057,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Y,6.46,0.5,0.1,0.6
5058,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Growth,Medium Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5059,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5060,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5061,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5062,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,Y,2.65,0.5,0.1,0.6
5063,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
5064,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5065,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5066,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5067,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5068,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,Y,2.93,0.5,0.1,0.6
5069,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5070,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5071,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5072,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5073,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5074,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5075,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
5076,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5077,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5078,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5079,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5080,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5081,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5082,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5083,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
5084,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5085,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5086,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5087,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5088,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5089,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5090,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5091,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5092,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5093,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5094,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5095,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5096,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5097,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Y,3.1,0.5,0.1,0.6
5098,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5099,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5100,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5101,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,Y,3.2,0.5,0.1,0.6
5102,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5103,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5104,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5105,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5106,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5107,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5108,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5109,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,CONTROL,Y,5.94,0.0,0.0,0.0
5110,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5111,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5112,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,Y,10.47,0.5,0.1,0.6
5113,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5114,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5115,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5116,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
5117,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Champion,High Value,Champion,TEST,Y,3.85,0.5,0.1,0.6
5118,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Y,7.32,0.5,0.1,0.6
5119,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5120,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
5121,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,1.99,0.5,0.1,0.6
5122,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Growth,Medium Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
5123,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5124,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5125,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
5126,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,6.42,0.5,0.1,0.6
5127,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,2.59,0.5,0.1,0.6
5128,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,5.58,0.5,0.1,0.6
5129,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5130,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
5131,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
5132,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,2.66,0.5,0.1,0.6
5133,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Engagement Growth,Low Value,Growth,TEST,Y,2.9,0.5,0.1,0.6
5134,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Growth,Medium Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
5135,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
5136,CMP-2025-002,Summer Retention Offer,2025-08-01,2025-08-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
