campaign_id,campaign_name,customer_segment,customer_tier,primary_segment,treatment_grp,engagement_segment,category_engagement_tier,start_date,end_date,cmpgn_rvn,total_cost,audience,conversions,rvn_per_customer,rvn_per_converter
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,CONTROL,Very Low,Medium Engagement,2025-08-01,2025-08-31,7.0,0.0,27,1,0.26,7.0
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,High,High Engagement,2025-08-01,2025-08-31,3.11,1.7,12,1,0.26,3.11
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,High,Low Engagement,2025-08-01,2025-08-31,0.0,0.4,4,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,High,Medium Engagement,2025-08-01,2025-08-31,4.78,1.4,9,1,0.53,4.78
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Low,High Engagement,2025-08-01,2025-08-31,31.98,10.7,77,6,0.42,5.33
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Low,Low Engagement,2025-08-01,2025-08-31,26.97,8.1,46,7,0.59,3.85
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Low,Medium Engagement,2025-08-01,2025-08-31,37.61,11.1,61,10,0.62,3.76
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Moderate,High Engagement,2025-08-01,2025-08-31,20.07,5.8,38,4,0.53,5.02
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Moderate,Low Engagement,2025-08-01,2025-08-31,0.0,1.5,15,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Moderate,Medium Engagement,2025-08-01,2025-08-31,10.55,3.3,18,3,0.59,3.52
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Very High,High Engagement,2025-08-01,2025-08-31,4.34,0.8,3,1,1.45,4.34
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Very High,Medium Engagement,2025-08-01,2025-08-31,0.0,0.1,1,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Very Low,High Engagement,2025-08-01,2025-08-31,131.38,29.7,172,25,0.76,5.26
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Very Low,Low Engagement,2025-08-01,2025-08-31,61.16,18.0,120,12,0.51,5.1
CMP-2025-002,Summer Retention Offer,Win-Back,Low Value,Win-Back Reactivation,TEST,Very Low,Medium Engagement,2025-08-01,2025-08-31,32.49,12.0,85,7,0.38,4.64
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,High,High Engagement,2025-08-01,2025-08-31,3.36,0.0,13,1,0.26,3.36
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,High,Low Engagement,2025-08-01,2025-08-31,0.0,0.0,6,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,High,Medium Engagement,2025-08-01,2025-08-31,7.24,0.0,4,1,1.81,7.24
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Low,High Engagement,2025-08-01,2025-08-31,7.66,0.0,6,2,1.28,3.83
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Low,Low Engagement,2025-08-01,2025-08-31,0.0,0.0,1,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Low,Medium Engagement,2025-08-01,2025-08-31,0.0,0.0,1,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Moderate,High Engagement,2025-08-01,2025-08-31,0.0,0.0,8,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Moderate,Low Engagement,2025-08-01,2025-08-31,0.0,0.0,10,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Moderate,Medium Engagement,2025-08-01,2025-08-31,0.0,0.0,1,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Very High,High Engagement,2025-08-01,2025-08-31,3.08,0.0,8,1,0.39,3.08
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Very High,Low Engagement,2025-08-01,2025-08-31,3.0,0.0,2,1,1.5,3.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Very High,Medium Engagement,2025-08-01,2025-08-31,0.0,0.0,5,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Very Low,High Engagement,2025-08-01,2025-08-31,0.0,0.0,2,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,CONTROL,Very Low,Medium Engagement,2025-08-01,2025-08-31,0.0,0.0,2,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,High,High Engagement,2025-08-01,2025-08-31,22.17,6.5,40,5,0.55,4.43
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,High,Low Engagement,2025-08-01,2025-08-31,7.15,2.8,18,2,0.4,3.58
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,High,Medium Engagement,2025-08-01,2025-08-31,12.68,4.4,34,2,0.37,6.34
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Low,High Engagement,2025-08-01,2025-08-31,11.14,2.6,16,2,0.7,5.57
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Low,Low Engagement,2025-08-01,2025-08-31,11.23,2.5,15,2,0.75,5.62
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Low,Medium Engagement,2025-08-01,2025-08-31,0.0,1.2,12,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Moderate,High Engagement,2025-08-01,2025-08-31,18.17,4.7,32,3,0.57,6.06
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Moderate,Low Engagement,2025-08-01,2025-08-31,0.0,2.9,29,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Moderate,Medium Engagement,2025-08-01,2025-08-31,24.46,4.2,22,4,1.11,6.12
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Very High,High Engagement,2025-08-01,2025-08-31,5.6,3.2,27,1,0.21,5.6
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Very High,Low Engagement,2025-08-01,2025-08-31,0.0,2.1,21,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Very High,Medium Engagement,2025-08-01,2025-08-31,6.31,2.8,18,2,0.35,3.16
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Very Low,High Engagement,2025-08-01,2025-08-31,0.0,0.2,2,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Very Low,Low Engagement,2025-08-01,2025-08-31,0.0,0.1,1,0,0.0,0.0
CMP-2025-002,Summer Retention Offer,Win-Back,Medium Value,Win-Back Growth,TEST,Very Low,Medium Engagement,2025-08-01,2025-08-31,8.68,0.7,2,1,4.34,8.68
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,CONTROL,High,High Engagement,2026-07-01,2026-07-31,10.18,0.0,3,1,3.39,10.18
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,CONTROL,High,Low Engagement,2026-07-01,2026-07-31,0.0,0.0,2,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,CONTROL,High,Medium Engagement,2026-07-01,2026-07-31,0.0,0.0,2,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,CONTROL,Very High,High Engagement,2026-07-01,2026-07-31,95.0,0.0,58,19,1.64,5.0
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,CONTROL,Very High,Low Engagement,2026-07-01,2026-07-31,24.37,0.0,16,5,1.52,4.87
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,CONTROL,Very High,Medium Engagement,2026-07-01,2026-07-31,60.59,0.0,42,8,1.44,7.57
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,High,High Engagement,2026-07-01,2026-07-31,35.31,4.3,18,5,1.96,7.06
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,High,Low Engagement,2026-07-01,2026-07-31,16.01,1.7,7,2,2.29,8.01
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,High,Medium Engagement,2026-07-01,2026-07-31,27.69,3.1,11,4,2.52,6.92
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,Moderate,High Engagement,2026-07-01,2026-07-31,8.98,0.6,1,1,8.98,8.98
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,Moderate,Low Engagement,2026-07-01,2026-07-31,8.42,0.6,1,1,8.42,8.42
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,Moderate,Medium Engagement,2026-07-01,2026-07-31,0.0,0.2,2,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,Very High,High Engagement,2026-07-01,2026-07-31,309.39,49.3,233,52,1.33,5.95
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,Very High,Low Engagement,2026-07-01,2026-07-31,175.67,27.2,117,31,1.5,5.67
CMP-2026-003,Summer Win Big Offer,Champion,High Value,Champion,TEST,Very High,Medium Engagement,2026-07-01,2026-07-31,204.8,29.3,123,34,1.67,6.02
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,High,High Engagement,2026-07-01,2026-07-31,91.29,0.0,98,20,0.93,4.56
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,High,Low Engagement,2026-07-01,2026-07-31,46.99,0.0,58,12,0.81,3.92
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,High,Medium Engagement,2026-07-01,2026-07-31,41.94,0.0,40,11,1.05,3.81
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,Moderate,High Engagement,2026-07-01,2026-07-31,59.54,0.0,58,11,1.03,5.41
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,Moderate,Low Engagement,2026-07-01,2026-07-31,41.96,0.0,36,6,1.17,6.99
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,Moderate,Medium Engagement,2026-07-01,2026-07-31,37.07,0.0,32,6,1.16,6.18
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,Very High,High Engagement,2026-07-01,2026-07-31,37.74,0.0,59,8,0.64,4.72
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,Very High,Low Engagement,2026-07-01,2026-07-31,35.88,0.0,37,9,0.97,3.99
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,CONTROL,Very High,Medium Engagement,2026-07-01,2026-07-31,18.69,0.0,32,3,0.58,6.23
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,High,High Engagement,2026-07-01,2026-07-31,478.84,78.1,326,91,1.47,5.26
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,High,Low Engagement,2026-07-01,2026-07-31,224.78,38.9,199,38,1.13,5.92
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,High,Medium Engagement,2026-07-01,2026-07-31,276.92,51.0,220,58,1.26,4.77
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,Moderate,High Engagement,2026-07-01,2026-07-31,326.59,49.9,219,56,1.49,5.83
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,Moderate,Low Engagement,2026-07-01,2026-07-31,187.66,28.8,138,30,1.36,6.26
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,Moderate,Medium Engagement,2026-07-01,2026-07-31,183.46,29.9,134,33,1.37,5.56
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,Very High,High Engagement,2026-07-01,2026-07-31,348.59,57.0,250,64,1.39,5.45
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,Very High,Low Engagement,2026-07-01,2026-07-31,140.52,28.5,150,27,0.94,5.2
CMP-2026-003,Summer Win Big Offer,Champion,Medium Value,Upsell - Scale,TEST,Very High,Medium Engagement,2026-07-01,2026-07-31,213.54,34.5,145,40,1.47,5.34
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,CONTROL,High,Low Engagement,2026-07-01,2026-07-31,0.0,0.0,4,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,CONTROL,Very High,High Engagement,2026-07-01,2026-07-31,12.71,0.0,31,2,0.41,6.36
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,CONTROL,Very High,Low Engagement,2026-07-01,2026-07-31,24.6,0.0,18,3,1.37,8.2
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,CONTROL,Very High,Medium Engagement,2026-07-01,2026-07-31,21.74,0.0,16,4,1.36,5.44
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,High,High Engagement,2026-07-01,2026-07-31,0.0,0.4,4,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,High,Low Engagement,2026-07-01,2026-07-31,0.0,0.4,4,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,High,Medium Engagement,2026-07-01,2026-07-31,7.9,0.8,3,1,2.63,7.9
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,Moderate,High Engagement,2026-07-01,2026-07-31,4.27,0.6,1,1,4.27,4.27
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,Moderate,Medium Engagement,2026-07-01,2026-07-31,13.89,0.6,1,1,13.89,13.89
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,Very High,High Engagement,2026-07-01,2026-07-31,158.12,26.0,150,22,1.05,7.19
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,Very High,Low Engagement,2026-07-01,2026-07-31,37.05,8.7,47,8,0.79,4.63
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,High Value,Churn Watchlist,TEST,Very High,Medium Engagement,2026-07-01,2026-07-31,51.02,11.6,71,9,0.72,5.67
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,High,High Engagement,2026-07-01,2026-07-31,2.81,0.0,18,1,0.16,2.81
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,High,Low Engagement,2026-07-01,2026-07-31,9.72,0.0,5,1,1.94,9.72
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,High,Medium Engagement,2026-07-01,2026-07-31,8.05,0.0,6,2,1.34,4.03
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,Moderate,High Engagement,2026-07-01,2026-07-31,17.51,0.0,42,4,0.42,4.38
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,Moderate,Low Engagement,2026-07-01,2026-07-31,9.11,0.0,26,2,0.35,4.56
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,Moderate,Medium Engagement,2026-07-01,2026-07-31,11.1,0.0,12,4,0.93,2.78
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,Very High,High Engagement,2026-07-01,2026-07-31,0.0,0.0,3,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,Very High,Low Engagement,2026-07-01,2026-07-31,2.41,0.0,1,1,2.41,2.41
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,Very High,Medium Engagement,2026-07-01,2026-07-31,0.0,0.0,1,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,High,High Engagement,2026-07-01,2026-07-31,32.7,9.4,54,8,0.61,4.09
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,High,Low Engagement,2026-07-01,2026-07-31,12.97,4.0,30,2,0.43,6.49
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,High,Medium Engagement,2026-07-01,2026-07-31,25.35,7.3,38,7,0.67,3.62
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,Moderate,High Engagement,2026-07-01,2026-07-31,84.62,24.1,141,20,0.6,4.23
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,Moderate,Low Engagement,2026-07-01,2026-07-31,70.6,14.5,75,14,0.94,5.04
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,Moderate,Medium Engagement,2026-07-01,2026-07-31,54.84,13.5,80,11,0.69,4.99
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,Very High,High Engagement,2026-07-01,2026-07-31,2.68,1.4,9,1,0.3,2.68
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,Very High,Low Engagement,2026-07-01,2026-07-31,2.53,1.1,6,1,0.42,2.53
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Low Value,Churn Watchlist,TEST,Very High,Medium Engagement,2026-07-01,2026-07-31,2.56,1.1,6,1,0.43,2.56
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,High,High Engagement,2026-07-01,2026-07-31,31.74,0.0,53,6,0.6,5.29
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,High,Low Engagement,2026-07-01,2026-07-31,6.2,0.0,29,1,0.21,6.2
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,High,Medium Engagement,2026-07-01,2026-07-31,26.11,0.0,26,4,1.0,6.53
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,Moderate,High Engagement,2026-07-01,2026-07-31,44.41,0.0,39,6,1.14,7.4
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,Moderate,Low Engagement,2026-07-01,2026-07-31,23.64,0.0,18,3,1.31,7.88
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,Moderate,Medium Engagement,2026-07-01,2026-07-31,3.46,0.0,18,1,0.19,3.46
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,Very High,High Engagement,2026-07-01,2026-07-31,0.0,0.0,24,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,Very High,Low Engagement,2026-07-01,2026-07-31,27.18,0.0,14,5,1.94,5.44
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,Very High,Medium Engagement,2026-07-01,2026-07-31,9.28,0.0,21,2,0.44,4.64
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,High,High Engagement,2026-07-01,2026-07-31,188.24,38.6,201,37,0.94,5.09
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,High,Low Engagement,2026-07-01,2026-07-31,75.11,18.7,117,14,0.64,5.37
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,High,Medium Engagement,2026-07-01,2026-07-31,137.52,22.7,117,22,1.18,6.25
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Moderate,High Engagement,2026-07-01,2026-07-31,183.61,28.0,135,29,1.36,6.33
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Moderate,Low Engagement,2026-07-01,2026-07-31,43.45,12.9,84,9,0.52,4.83
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Moderate,Medium Engagement,2026-07-01,2026-07-31,87.59,15.1,81,14,1.08,6.26
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Very High,High Engagement,2026-07-01,2026-07-31,152.97,25.0,105,29,1.46,5.27
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Very High,Low Engagement,2026-07-01,2026-07-31,28.31,9.4,59,7,0.48,4.04
CMP-2026-003,Summer Win Big Offer,Churn Watchlist,Medium Value,Churn Watchlist,TEST,Very High,Medium Engagement,2026-07-01,2026-07-31,97.17,18.0,80,20,1.21,4.86
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,CONTROL,Low,High Engagement,2026-07-01,2026-07-31,102.82,0.0,139,19,0.74,5.41
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,CONTROL,Low,Low Engagement,2026-07-01,2026-07-31,48.63,0.0,77,11,0.63,4.42
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,CONTROL,Low,Medium Engagement,2026-07-01,2026-07-31,51.01,0.0,77,9,0.66,5.67
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,CONTROL,Very Low,High Engagement,2026-07-01,2026-07-31,117.9,0.0,149,21,0.79,5.61
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,CONTROL,Very Low,Low Engagement,2026-07-01,2026-07-31,60.35,0.0,87,11,0.69,5.49
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,CONTROL,Very Low,Medium Engagement,2026-07-01,2026-07-31,54.94,0.0,82,11,0.67,4.99
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,TEST,Low,High Engagement,2026-07-01,2026-07-31,553.42,109.6,521,115,1.06,4.81
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,TEST,Low,Low Engagement,2026-07-01,2026-07-31,309.08,65.7,322,67,0.96,4.61
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,TEST,Low,Medium Engagement,2026-07-01,2026-07-31,265.37,59.0,295,59,0.9,4.5
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,TEST,Very Low,High Engagement,2026-07-01,2026-07-31,522.21,107.7,572,101,0.91,5.17
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,TEST,Very Low,Low Engagement,2026-07-01,2026-07-31,413.39,75.0,380,74,1.09,5.59
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Engagement Growth,TEST,Very Low,Medium Engagement,2026-07-01,2026-07-31,365.23,67.8,348,66,1.05,5.53
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,High,High Engagement,2026-07-01,2026-07-31,2.68,0.0,24,1,0.11,2.68
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,High,Low Engagement,2026-07-01,2026-07-31,2.46,0.0,17,1,0.14,2.46
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,High,Medium Engagement,2026-07-01,2026-07-31,10.77,0.0,15,2,0.72,5.39
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,Moderate,High Engagement,2026-07-01,2026-07-31,10.9,0.0,47,4,0.23,2.73
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,Moderate,Low Engagement,2026-07-01,2026-07-31,22.88,0.0,31,4,0.74,5.72
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,Moderate,Medium Engagement,2026-07-01,2026-07-31,11.13,0.0,38,4,0.29,2.78
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,Very High,High Engagement,2026-07-01,2026-07-31,4.08,0.0,7,1,0.58,4.08
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,Very High,Low Engagement,2026-07-01,2026-07-31,0.0,0.0,3,0,0.0,0.0
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,CONTROL,Very High,Medium Engagement,2026-07-01,2026-07-31,9.39,0.0,1,1,9.39,9.39
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,High,High Engagement,2026-07-01,2026-07-31,106.04,20.9,99,22,1.07,4.82
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,High,Low Engagement,2026-07-01,2026-07-31,26.39,8.8,58,6,0.46,4.4
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,High,Medium Engagement,2026-07-01,2026-07-31,64.56,13.7,62,15,1.04,4.3
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,Moderate,High Engagement,2026-07-01,2026-07-31,214.82,44.8,218,46,0.99,4.67
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,Moderate,Low Engagement,2026-07-01,2026-07-31,124.69,22.6,116,22,1.07,5.67
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,Moderate,Medium Engagement,2026-07-01,2026-07-31,116.17,21.1,106,21,1.1,5.53
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,Very High,High Engagement,2026-07-01,2026-07-31,5.28,1.7,12,1,0.44,5.28
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,Very High,Low Engagement,2026-07-01,2026-07-31,8.67,1.8,8,2,1.08,4.34
CMP-2026-003,Summer Win Big Offer,Growth,Low Value,Upsell - Core,TEST,Very High,Medium Engagement,2026-07-01,2026-07-31,5.49,1.7,7,2,0.78,2.75
